timestamp,left_iris_x,left_iris_y,right_iris_x,right_iris_y,iris_center_x,iris_center_y,gaze_screen_x,gaze_screen_y,left_ear,right_ear,blink,head_yaw,head_pitch
1772998538.426478,284.80910873413086,223.84972286224365,352.4566116333008,225.46991443634033,318.7045650104502,224.64596619862255,,,0.3202,0.3186,0,5.08,5.87
1772998538.471291,284.74660873413086,223.82444858551025,352.4341506958008,225.3292236328125,318.65889089225647,224.6183141628381,,,0.3199,0.3192,0,5.57,5.94
1772998538.511824,284.8682060241699,223.76151752471924,352.51952362060547,225.32823944091797,318.67288046430895,224.58893989083032,,,0.3221,0.3183,0,5.29,5.81
1772998538.593002,284.87450408935547,223.78982734680176,352.6904983520508,225.40895748138428,318.7167287668666,224.5931209001354,,,0.3191,0.3184,0,5.32,5.84
1772998538.638787,284.89291763305664,224.02309799194336,352.7890167236328,225.57841873168945,318.7664241314578,224.6761758848078,,,0.3139,0.3232,0,5.3,5.98
1772998538.681424,285.0774955749512,224.16841793060303,352.8149642944336,225.62690448760986,318.8383464527517,224.76477001452724,,,0.3199,0.3213,0,5.53,5.87
1772998538.72334,284.9196548461914,224.2604627609253,352.7734680175781,225.78452110290527,318.8416324444049,224.86785878148245,,,0.3167,0.3215,0,5.22,5.81
1772998538.764205,284.87176513671875,224.39195823669434,352.7197799682617,226.02694416046143,318.82328848763905,225.0044957483206,,,0.3172,0.3212,0,5.17,5.81
1772998538.814667,284.8302764892578,224.368088722229,352.54541778564453,226.0102243423462,318.7691119475639,225.0783600619074,,,0.3216,0.3181,0,5.12,5.86
1772998538.874399,284.7164764404297,224.6641674041748,352.54361724853516,226.19677448272705,318.7134859063313,225.21920441452482,,,0.3152,0.3173,0,5.41,5.9
1772998538.920686,283.5136947631836,224.77357864379883,351.5823669433594,226.21882724761963,318.2473038851074,225.33000382699856,,,0.3237,0.3101,0,5.28,5.91
1772998538.973973,280.7039222717285,224.44299602508545,349.75408935546875,226.20711421966553,317.03998465650386,225.32802434514932,,,0.3214,0.305,0,6.39,5.9
1772998539.02244,280.37738037109375,224.48504734039307,349.48995208740234,226.2520980834961,316.19745728560156,225.3442436918674,,,0.3233,0.3068,0,6.17,5.83
1772998539.092681,279.6198844909668,225.0228681564331,348.40147399902344,226.23251152038574,315.322746069359,225.4576221504842,,,0.3071,0.3124,0,6.03,5.95
1772998539.14834,278.2097358703613,224.76727867126465,346.30108642578125,226.02206897735596,314.0958121008439,225.43244282001467,,,0.316,0.3015,0,4.64,6.51
1772998539.200805,277.1393623352051,224.55389785766602,345.1321105957031,226.03618812561035,312.911781846688,225.37748288866408,,,0.3046,0.2792,0,3.87,6.37
1772998539.241161,275.3955535888672,224.53338718414307,343.80672454833984,225.94954204559326,311.58752473545417,225.32307557914572,,,0.3077,0.2722,0,2.34,6.59
1772998539.287305,274.5231590270996,224.64304733276367,342.63185119628906,225.93959426879883,310.38351688595026,225.31037366779995,,,0.2991,0.2672,0,2.15,6.56
1772998539.328137,274.4365539550781,224.73704624176025,342.41802978515625,225.91638565063477,309.60102687961705,225.31691057915896,,,0.2991,0.2699,0,2.1,6.58
1772998539.369308,274.23498153686523,224.80532455444336,342.34413146972656,225.97693920135498,309.0764387290886,225.34659909865502,,,0.3025,0.2694,0,2.04,6.68
1772998539.411907,274.2502861022949,224.96858024597168,342.2401428222656,226.13006973266602,308.74394902236526,225.42768945492054,,,0.3024,0.2696,0,2.05,6.6
1772998539.452459,274.1962661743164,225.06087112426758,342.2127914428711,226.29075050354004,308.52818093685664,225.52693799851386,,,0.2981,0.2706,0,2.18,6.58
1772998539.498774,273.8399887084961,225.16460037231445,342.0112991333008,226.41204071044922,308.28716613047334,225.63149101566103,,,0.2993,0.2706,0,2.18,6.89
1772998539.538975,273.89026641845703,225.32694339752197,341.92596435546875,226.54712677001953,308.13554583306916,225.7537086429049,,,0.3023,0.2814,0,2.38,6.97
1772998539.579625,273.71452713012695,225.30860996246338,341.91072845458984,226.38392543792725,308.00637861678484,225.79073226582108,,,0.2978,0.2796,0,2.18,7.02
1772998539.61941,273.7717742919922,225.5262451171875,341.76854705810547,226.48119163513184,307.9118914400904,225.8759267099565,,,0.302,0.2796,0,2.29,6.91
1772998539.660681,273.7297554016113,225.53909969329834,341.74000549316406,226.61989974975586,307.84108704300934,225.95735591458472,,,0.2985,0.2831,0,2.35,6.91
1772998539.701647,273.71034240722656,225.70056438446045,341.8475799560547,226.71119213104248,307.81623669846186,226.05676485185143,,,0.3097,0.2877,0,2.25,7.12
1772998539.741822,273.8769226074219,225.8512716293335,341.8739471435547,226.92706489562988,307.8399159692724,226.18972621610354,,,0.3038,0.2857,0,2.56,7.06
1772998539.803874,273.9299507141113,226.02379417419434,342.0071258544922,227.07305431365967,307.89136489528414,226.33320542723294,,,0.3074,0.2945,0,2.5,7.07
