timestamp,left_iris_x,left_iris_y,right_iris_x,right_iris_y,iris_center_x,iris_center_y,gaze_screen_x,gaze_screen_y,left_ear,right_ear,blink,head_yaw,head_pitch
1772998563.453425,289.3782539367676,238.00606441497803,357.73890686035156,238.95399284362793,323.142157484957,238.70797351963824,,,0.3303,0.3345,0,4.23,6.01
1772998563.521412,289.4718132019043,237.8430004119873,357.6831741333008,239.09937572479248,323.3162919580152,238.61325933913892,,,0.3305,0.3267,0,4.57,5.54
1772998563.561222,289.45655822753906,237.69591808319092,358.0186080932617,238.8685655593872,323.48480843896925,238.48085233199896,,,0.3302,0.3333,0,4.84,5.6
1772998563.616999,289.5462188720703,237.6119499206543,358.0735855102539,238.92715644836426,323.6148459398464,238.3963326730031,,,0.3356,0.3252,0,5.03,5.46
1772998563.65843,289.4164237976074,237.23820304870605,358.07762145996094,238.59636211395264,323.66771661542157,238.2047126363336,,,0.3244,0.3284,0,4.64,5.66
1772998563.698157,289.4203109741211,236.88436889648438,358.0495071411133,238.3024091720581,323.69459359229984,237.96018319550865,,,0.3294,0.3333,0,4.78,5.71
1772998563.738926,289.2003593444824,236.93859672546387,358.0363235473633,238.18512439727783,323.66409273374904,237.8008541418535,,,0.3249,0.3358,0,4.55,5.91
1772998563.780971,289.08648681640625,236.9300651550293,357.8142318725586,238.0464162826538,323.5785993780424,237.67580877264874,,,0.3292,0.3414,0,4.64,5.93
1772998563.831924,288.9832077026367,236.82740592956543,357.7103729248047,237.84011363983154,323.4858757523137,237.53898917746864,,,0.3308,0.3362,0,4.91,5.98
1772998563.872661,289.0749855041504,236.62464809417725,357.53556060791016,237.77735137939453,323.4136346738003,237.40379340119551,,,0.3341,0.3234,0,4.86,6.13
1772998563.914228,289.0055122375488,236.57568454742432,357.4422378540039,237.7226972579956,323.33773082259074,237.3019524018013,,,0.3361,0.3182,0,5.12,6.18
1772998563.983554,289.09022521972656,236.427752494812,357.5208053588867,237.57721138000488,323.3248446092771,237.18216421604416,,,0.3328,0.3243,0,4.97,6.41
1772998564.028312,289.1280517578125,236.32995986938477,357.6840286254883,237.42463302612305,323.3573228422264,237.06021710872807,,,0.327,0.3181,0,4.68,6.68
1772998564.081638,289.25385665893555,236.34683990478516,357.8036880493164,237.3204402923584,323.42590264698623,236.96958630466554,,,0.3252,0.312,0,4.73,6.66
1772998564.148053,289.4366264343262,235.95784664154053,357.8198013305664,237.3544979095459,323.5068271411703,236.8442206930166,,,0.3285,0.311,0,4.72,6.51
