timestamp,left_iris_x,left_iris_y,right_iris_x,right_iris_y,iris_center_x,iris_center_y,gaze_screen_x,gaze_screen_y,left_ear,right_ear,blink,head_yaw,head_pitch
1772998512.704209,282.70912170410156,207.86592292785645,350.5269088745117,209.50621891021729,316.63414646477787,208.29063676558872,,,0.3184,0.3112,0,2.47,6.89
1772998512.770614,282.67432022094727,208.07222270965576,350.41107177734375,209.87389469146729,316.59756627852494,208.56360553957785,,,0.3158,0.3158,0,2.35,7.11
1772998512.819323,282.57196044921875,208.36065101623535,350.44901275634766,210.1584005355835,316.56273440822827,208.8419736341105,,,0.3187,0.3204,0,2.6,7.04
1772998512.887625,282.6923027038574,208.62628555297852,350.4059371948242,210.62633228302002,316.5572886246733,209.155707747666,,,0.3248,0.3147,0,2.67,7.04
1772998512.928419,282.46920013427734,208.59762954711914,350.32788848876953,210.42030715942383,316.49379089941334,209.29701198990819,,,0.3277,0.3129,0,2.62,6.98
1772998512.968203,282.6130065917969,208.7118272781372,350.450439453125,210.29808712005615,316.50896374863237,209.38019007358358,,,0.3123,0.3189,0,2.28,6.94
1772998513.038015,282.4250717163086,208.62721252441406,350.51258850097656,210.40367889404297,316.49291029263645,209.43429232784155,,,0.3298,0.3216,0,2.63,6.99
1772998513.114039,282.6815528869629,208.79454803466797,350.5245132446289,210.215838432312,316.5369594019003,209.46265269010092,,,0.314,0.3217,0,2.73,6.95
1772998513.166517,282.87320709228516,208.93842887878418,350.6556854248047,210.51824569702148,316.62795414455815,209.5689265292217,,,0.3173,0.3172,0,2.67,7.22
1772998513.215404,282.80711364746094,209.07423877716064,350.68719482421875,210.69454765319824,316.67563418107085,209.6951132036048,,,0.3248,0.3187,0,2.48,7.09
1772998513.256496,282.93763732910156,209.17959880828857,350.84181213378906,210.77766036987305,316.7612704012206,209.80851975779518,,,0.316,0.3156,0,2.46,6.96
1772998513.341484,282.9869728088379,209.22320652008057,351.03995513916016,210.91967296600342,316.862147830332,209.91368775189392,,,0.3208,0.3138,0,2.72,6.88
1772998513.396925,283.27283477783203,209.21171951293945,351.2414855957031,210.87662601470947,317.0201527729062,209.96588175666614,,,0.3222,0.315,0,2.52,6.87
1772998513.44131,283.09069442749023,209.22635078430176,351.1731414794922,210.96819019317627,317.06485884514024,210.01843724949526,,,0.3256,0.3163,0,2.5,6.86
1772998513.482566,281.6223831176758,209.35453605651855,349.5199966430664,210.65356349945068,316.4673912592326,210.012682260891,,,0.2996,0.3025,0,3.18,6.91
1772998513.525108,280.0869598388672,209.62669372558594,347.7313690185547,211.15681743621826,315.4441005270239,210.16431158889543,,,0.3118,0.2888,0,3.8,7.0
1772998513.61469,280.13161849975586,209.6339807510376,347.5635986328125,211.23639106750488,314.805503742728,210.27266131704573,,,0.3085,0.2895,0,4.2,7.0
1772998513.663265,279.7471389770508,209.78899383544922,347.27852630615234,211.16700553894043,314.28843530227743,210.35479666510537,,,0.3209,0.2873,0,3.98,7.0
1772998513.715521,279.55407333374023,209.95541667938232,347.1264190673828,211.31546115875244,313.90915966159105,210.46705356669017,,,0.3165,0.2949,0,3.74,7.0
1772998513.759902,279.3589744567871,209.9817180633545,346.9851837158203,211.27518367767334,313.6143274314761,210.53161248821965,,,0.3198,0.2966,0,3.56,7.06
1772998513.800094,278.8867835998535,210.1266918182373,346.6671905517578,211.49034118652344,313.279391289208,210.64237409388394,,,0.3273,0.2927,0,3.65,7.06
1772998513.841057,278.85772705078125,210.26007556915283,346.34513092041016,211.48244190216064,313.0082063677631,210.73392795059306,,,0.3234,0.2975,0,3.55,7.13
1772998513.887358,278.7778739929199,210.23919582366943,346.2350158691406,211.5025520324707,312.80750179306995,210.78870634158386,,,0.32,0.2985,0,3.21,7.12
1772998513.928238,278.6145820617676,210.20424556732178,346.20430755615234,211.50488376617432,312.64827899942594,210.81504967164955,,,0.3158,0.2975,0,3.12,7.18
1772998513.970977,278.51291275024414,210.31188869476318,346.00882720947266,211.5132064819336,312.4933153915989,210.85404883832908,,,0.3147,0.2932,0,2.92,7.0
1772998514.022226,278.34485244750977,210.29633617401123,345.98106384277344,211.5175895690918,312.361172493016,210.87521445161806,,,0.3169,0.2962,0,2.76,7.05
1772998514.088691,278.2899398803711,210.30684185028076,345.92779541015625,211.45607471466064,312.26025055391506,210.8777119839591,,,0.3213,0.2947,0,2.75,7.2
1772998514.129088,278.23368072509766,210.36713218688965,345.99073028564453,211.72380924224854,312.2010325344975,210.94481547620308,,,0.3224,0.2941,0,2.86,7.2
1772998514.190812,278.1552543640137,210.32973289489746,345.8908004760742,211.7281265258789,312.12983048871604,210.9784611698771,,,0.3196,0.2981,0,2.82,7.1
1772998514.239263,278.30509185791016,210.5485382080078,345.9270706176758,211.734543800354,312.1243307883468,211.04369310359863,,,0.3177,0.2947,0,2.72,7.2
1772998514.279422,277.95329666137695,210.4186191558838,345.8000183105469,211.88752841949463,312.02526146739285,211.08744537723487,,,0.3257,0.2948,0,2.97,7.24
1772998514.320684,276.70876693725586,210.0666332244873,345.00865173339844,211.4223518371582,311.55864061456657,210.95026423867003,,,0.3201,0.2875,0,2.89,7.12
1772998514.361505,276.4110412597656,210.09610748291016,344.5683364868164,211.24538612365723,311.13105991805634,210.8384572645155,,,0.3179,0.288,0,2.69,7.25
1772998514.404545,276.5732955932617,210.35584545135498,344.60508728027344,211.2662057876587,310.9143125255408,210.82748460651203,,,0.3195,0.2866,0,2.94,7.37
1772998514.444791,276.49221420288086,210.3508644104004,344.6150894165039,211.3039026260376,310.77004823920146,210.82744417119483,,,0.3219,0.2897,0,2.92,7.23
1772998514.504983,276.4160385131836,210.4967565536499,344.55724334716797,211.47537517547607,310.6566853155912,210.89089284854208,,,0.3261,0.2888,0,2.91,7.32
1772998514.548146,276.26352310180664,210.4928913116455,344.5279235839844,211.52567195892334,310.5523005265129,210.938248363239,,,0.3228,0.2919,0,2.92,7.47
1772998514.636684,276.15396881103516,210.5486297607422,344.40821075439453,211.61736488342285,310.4438162289937,210.9961479467764,,,0.3216,0.2917,0,2.96,7.33
1772998514.68473,276.0672950744629,210.5745620727539,344.3313674926758,211.71039390563965,310.3460222508239,211.05467996374455,,,0.3271,0.29,0,3.01,7.43
1772998514.75424,275.62738037109375,210.08451461791992,343.64833068847656,211.36323738098145,310.0627555624084,210.922358378027,,,0.3274,0.2887,0,3.23,7.45
1772998514.794201,275.54518127441406,210.05119800567627,343.63842010498047,211.18971920013428,309.874373613324,210.8015984679783,,,0.333,0.2936,0,3.52,7.41
1772998514.835367,275.6398696899414,210.16975021362305,343.5807571411133,211.35030841827393,309.7687495342053,210.78497080716636,,,0.3269,0.2938,0,3.43,7.25
1772998514.896241,275.7395896911621,210.32217407226562,343.64058685302734,211.28668212890625,309.7372850293611,210.79275372453418,,,0.3292,0.296,0,3.38,7.22
1772998514.945169,275.83168029785156,210.36520671844482,343.64646911621094,211.22668933868408,309.73800090042914,210.79403144614628,,,0.337,0.3006,0,3.4,7.32
1772998514.99827,275.9673652648926,210.2757167816162,343.8151168823242,211.39385890960693,309.79929696970083,210.8103340059324,,,0.3373,0.3034,0,3.64,7.41
1772998515.044206,280.8714599609375,210.61682224273682,348.74596405029297,212.13341903686523,311.8030629840666,211.03624865947984,,,0.3441,0.3168,0,3.21,7.41
1772998515.084872,282.2718391418457,211.219256401062,350.0541763305664,212.46195030212402,313.5470408849224,211.3579905363251,,,0.3109,0.309,0,1.54,7.15
1772998515.125416,282.3423728942871,211.6305456161499,349.93907165527344,212.61008548736572,314.5845134408656,211.6629205424982,,,0.2995,0.3125,0,1.34,7.07
1772998515.21457,282.3060874938965,211.58064651489258,350.0697708129883,212.8310308456421,315.2258797258963,211.88008779760585,,,0.3124,0.3135,0,0.89,7.04
1772998515.262256,282.8188171386719,211.4010829925537,350.15089416503906,212.71919918060303,315.72947009627995,211.95210911319487,,,0.3356,0.3321,0,1.82,7.13
1772998515.304216,282.96734619140625,211.2348461151123,350.6891174316406,212.5655279159546,316.16897478237735,211.9313402741303,,,0.3342,0.3217,0,1.91,7.17
1772998515.364803,283.0915641784668,211.3459768295288,350.76366424560547,212.71423244476318,316.4724305542409,211.9708460193366,,,0.3379,0.3224,0,1.93,7.04
1772998515.413347,284.0862922668457,211.58255767822266,351.01979064941406,212.8751049041748,316.9046749157965,212.07404012808144,,,0.3396,0.3208,0,1.97,6.99
