timestamp,left_eye_x,left_eye_y,right_eye_x,right_eye_y,raw_gaze_x,raw_gaze_y
1769703597.594085,236.87171936035156,226.69739484786987,305.8222961425781,229.14997816085815,68.95057678222656,2.4525833129882812
1769703597.769533,237.12570190429688,227.20986127853394,306.801233291626,229.38095569610596,69.6755313873291,2.1710944175720215
1769703597.779962,236.92959785461426,226.50652170181274,306.17013931274414,229.87200736999512,69.24054145812988,3.365485668182373
1769703597.794899,236.86673164367676,226.53802156448364,306.03644371032715,229.9521017074585,69.16971206665039,3.4140801429748535
1769703597.830079,236.33928298950195,226.68527841567993,306.75217628479004,229.88363027572632,70.41289329528809,3.1983518600463867
1769703597.853667,236.3650131225586,226.71520471572876,306.593599319458,229.6635890007019,70.22858619689941,2.9483842849731445
1769703597.871547,236.98179244995117,226.6842484474182,306.66821479797363,229.18485403060913,69.68642234802246,2.500605583190918
1769703597.940995,236.81106567382812,226.65835618972778,306.5101718902588,229.22922134399414,69.69910621643066,2.5708651542663574
1769703597.977664,236.72922134399414,226.61114931106567,306.60593032836914,229.26950454711914,69.876708984375,2.658355236053467
1769703597.992265,237.6150131225586,226.29491329193115,306.61169052124023,229.1350507736206,68.99667739868164,2.840137481689453
1769703598.011739,238.1839370727539,226.4754867553711,306.3532257080078,229.1024136543274,68.1692886352539,2.626926898956299
1769703598.044283,236.93787574768066,225.1783275604248,306.63586616516113,227.9857063293457,69.69799041748047,2.8073787689208984
1769703598.064049,236.99708938598633,225.04058361053467,306.7258644104004,227.9935097694397,69.72877502441406,2.9529261589050293
1769703598.085859,236.30091667175293,224.89095211029053,306.8410015106201,228.04834127426147,70.54008483886719,3.1573891639709473
1769703598.099765,236.41119003295898,225.0468134880066,306.6256523132324,227.96987771987915,70.21446228027344,2.9230642318725586
1769703598.174197,236.42905235290527,224.87728357315063,306.14580154418945,227.9541778564453,69.71674919128418,3.0768942832946777
1769703598.216618,236.3330841064453,225.07683277130127,305.7966613769531,227.92806386947632,69.46357727050781,2.851231098175049
1769703598.232417,236.1788558959961,225.23210763931274,305.7077693939209,227.94575214385986,69.5289134979248,2.713644504547119
1769703598.279802,235.81981658935547,224.86900806427002,305.5172634124756,227.60050535202026,69.69744682312012,2.731497287750244
1769703598.291059,235.91625213623047,224.8821473121643,305.66864013671875,227.72259950637817,69.75238800048828,2.840452194213867
1769703598.344999,235.61856269836426,225.19211053848267,305.20912170410156,228.25130939483643,69.5905590057373,3.0591988563537598
1769703598.359343,235.5091953277588,225.2228879928589,305.30561447143555,228.0957555770874,69.79641914367676,2.8728675842285156
1769703598.394057,235.2329444885254,224.80891227722168,304.7132873535156,227.75529384613037,69.48034286499023,2.9463815689086914
1769703598.45513,234.57414627075195,224.56157684326172,303.61108779907227,227.3921513557434,69.03694152832031,2.8305745124816895
1769703598.467712,234.54029083251953,224.66804265975952,303.4829521179199,227.38726615905762,68.94266128540039,2.7192234992980957
1769703598.525388,234.40381050109863,225.1305627822876,302.4383544921875,227.42365837097168,68.03454399108887,2.293095588684082
1769703598.537763,234.21653747558594,225.14854431152344,302.26877212524414,227.38112926483154,68.0522346496582,2.2325849533081055
1769703598.570836,233.4583854675293,224.80621576309204,301.32917404174805,227.33315706253052,67.87078857421875,2.5269412994384766
1769703598.582509,233.28039169311523,224.94599103927612,301.5253448486328,227.1542501449585,68.24495315551758,2.208259105682373
1769703598.635595,232.8944492340088,227.7125358581543,301.83948516845703,230.63052892684937,68.94503593444824,2.9179930686950684
1769703598.646777,232.4630069732666,227.86715269088745,302.1045684814453,230.79607486724854,69.64156150817871,2.928922176361084
1769703598.705367,231.67654991149902,227.4804711341858,300.76343536376953,230.94690799713135,69.08688545227051,3.4664368629455566
1769703598.759248,231.33394241333008,225.60529232025146,299.7371482849121,227.022864818573,68.40320587158203,1.4175724983215332
1769703598.7835,231.41751289367676,225.52187204360962,299.2844486236572,226.78192377090454,67.86693572998047,1.2600517272949219
1769703598.809209,229.87897872924805,224.66875076293945,298.2529830932617,226.6842555999756,68.37400436401367,2.015504837036133
1769703598.823563,229.6389389038086,224.50002193450928,298.31543922424316,226.8946409225464,68.67650032043457,2.3946189880371094
1769703598.877274,229.8719596862793,225.5403757095337,297.99105644226074,227.2176718711853,68.11909675598145,1.6772961616516113
1769703598.890369,229.77880477905273,225.55253505706787,297.9768466949463,227.2626757621765,68.19804191589355,1.7101407051086426
1769703598.938884,229.56243515014648,225.39989233016968,297.802095413208,226.92627668380737,68.23966026306152,1.5263843536376953
1769703598.949822,229.68615531921387,225.3487730026245,297.8245258331299,226.89207315444946,68.13837051391602,1.5433001518249512
1769703598.999751,228.48544120788574,225.29359102249146,297.5329780578613,226.76631689071655,69.04753684997559,1.4727258682250977
1769703599.00889,228.60054969787598,225.35340785980225,297.23156929016113,226.653950214386,68.63101959228516,1.3005423545837402
1769703599.044763,228.14251899719238,226.01332426071167,297.0177936553955,227.01863050460815,68.87527465820312,1.0053062438964844
1769703599.127598,227.55638122558594,225.44694900512695,296.4385986328125,227.4012565612793,68.88221740722656,1.9543075561523438
1769703599.144795,227.7021598815918,225.4088830947876,296.437292098999,227.29334592819214,68.73513221740723,1.884462833404541
1769703599.174344,227.34661102294922,225.68934202194214,295.50317764282227,227.29228734970093,68.15656661987305,1.602945327758789
1769703599.203773,227.4435806274414,225.7448387145996,295.48462867736816,227.12721347808838,68.04104804992676,1.3823747634887695
1769703599.239169,227.1754264831543,226.62532567977905,295.82125663757324,227.44924306869507,68.64583015441895,0.8239173889160156
1769703599.255172,227.1517562866211,226.72958135604858,295.437068939209,227.3828101158142,68.28531265258789,0.653228759765625
