timestamp,left_iris_x,left_iris_y,right_iris_x,right_iris_y,iris_center_x,iris_center_y,gaze_screen_x,gaze_screen_y,left_ear,right_ear,blink,head_yaw,head_pitch,velocity,event
1772998538.426478,284.80910873413086,223.84972286224365,352.4566116333008,225.46991443634036,318.69162427313773,224.64591763024802,,,0.3202,0.3186,0,5.08,5.87,,other
1772998538.471291,284.74660873413086,223.82444858551025,352.4341506958008,225.3292236328125,318.6384589345781,224.59760589557163,,,0.3199,0.3192,0,5.57,5.94,1.6030371849498017,fixation
1772998538.511824,284.8682060241699,223.76151752471924,352.51952362060547,225.328239440918,318.6614350326854,224.59252326558166,,,0.3221,0.3183,0,5.29,5.81,0.5805555474147142,fixation
1772998538.593002,284.87450408935547,223.78982734680176,352.6904983520508,225.40895748138428,318.7304956453128,224.62383037613708,,,0.3191,0.3184,0,5.32,5.84,0.9340622323739156,fixation
1772998538.638787,284.89291763305664,224.02309799194336,352.7890167236328,225.57841873168945,318.81558385031366,224.68468786309683,,,0.3139,0.3232,0,5.3,5.98,2.284852030599743,fixation
1772998538.681424,285.0774955749512,224.16841793060303,352.8149642944336,225.62690448760983,318.88664272554115,224.76825636231987,,,0.3199,0.3213,0,5.53,5.87,2.5727801280455247,fixation
1772998538.72334,284.9196548461914,224.2604627609253,352.7734680175781,225.78452110290527,318.9136153488486,224.86769650966525,,,0.3167,0.3215,0,5.22,5.81,2.458082759971377,fixation
1772998538.764205,284.87176513671875,224.39195823669436,352.7197799682617,226.02694416046145,318.8664447980908,224.97616894099303,,,0.3172,0.3212,0,5.17,5.81,2.894533464069434,fixation
1772998538.814667,284.8302764892578,224.368088722229,352.54541778564453,226.0102243423462,318.6675469070197,225.08478718378888,,,0.3216,0.3181,0,5.12,5.86,4.49097636466199,fixation
1772998538.874399,284.7164764404297,224.6641674041748,352.5436172485352,226.19677448272705,318.3250935186646,225.18884533100865,,,0.3152,0.3173,0,5.41,5.9,5.992001333576723,fixation
1772998538.920686,283.5136947631836,224.77357864379883,351.5823669433594,226.21882724761963,317.8098700823953,225.2732134385252,,,0.3237,0.3101,0,5.28,5.91,11.279294997527668,fixation
1772998538.973973,280.7039222717285,224.44299602508545,349.75408935546875,226.20711421966556,317.0905030769219,225.33179492565867,,,0.3214,0.305,0,6.39,5.9,13.544540930082206,fixation
1772998539.02244,280.3773803710937,224.48504734039307,349.48995208740234,226.2520980834961,316.18195824598,225.36805390105698,,,0.3233,0.3068,0,6.17,5.83,18.76059081136601,fixation
1772998539.092681,279.6198844909668,225.0228681564331,348.40147399902344,226.2325115203857,315.129212911594,225.38071405394953,,,0.3071,0.3124,0,6.03,5.95,14.988708012035124,fixation
1772998539.14834,278.2097358703613,224.76727867126465,346.30108642578125,226.022068977356,313.9881908525032,225.37601835531402,,,0.316,0.3015,0,4.64,6.51,20.500378720160633,fixation
1772998539.200805,277.1393623352051,224.553897857666,345.1321105957031,226.03618812561035,312.8365918154555,225.3660062909113,,,0.3046,0.2792,0,3.87,6.37,21.95069842644919,fixation
1772998539.241161,275.3955535888672,224.53338718414307,343.80672454833984,225.9495420455933,311.74089015283886,225.35143554453367,,,0.3077,0.2722,0,2.34,6.59,27.153192012684478,fixation
1772998539.287305,274.5231590270996,224.64304733276367,342.63185119628906,225.93959426879883,310.7815634975309,225.3547909470061,,,0.2991,0.2672,0,2.15,6.56,20.78996930854455,fixation
1772998539.328137,274.4365539550781,224.73704624176025,342.41802978515625,225.9163856506348,309.98367200388,225.3754124257086,,,0.2991,0.2699,0,2.1,6.58,19.547456793500977,fixation
1772998539.369308,274.23498153686523,224.80532455444336,342.34413146972656,225.97693920135495,309.29840362217317,225.40631249490932,,,0.3025,0.2694,0,2.04,6.68,16.66132637556763,fixation
1772998539.411907,274.2502861022949,224.96858024597168,342.2401428222656,226.130069732666,308.7695216486453,225.44843904161195,,,0.3024,0.2696,0,2.05,6.6,12.454694190215351,fixation
1772998539.452459,274.1962661743164,225.0608711242676,342.2127914428711,226.29075050354004,308.40612059811764,225.51427637759443,,,0.2981,0.2706,0,2.18,6.58,9.107208124650313,fixation
1772998539.498774,273.8399887084961,225.16460037231445,342.0112991333008,226.4120407104492,308.16742652569445,225.59399166328424,,,0.2993,0.2706,0,2.18,6.89,5.433521600806929,fixation
1772998539.538975,273.89026641845703,225.326943397522,341.92596435546875,226.54712677001956,308.035368942391,225.68301864446124,,,0.3023,0.2814,0,2.38,6.97,3.9616965331424243,fixation
1772998539.579625,273.7145271301269,225.30860996246335,341.91072845458984,226.38392543792725,307.9565546477679,225.78006243851934,,,0.2978,0.2796,0,2.18,7.02,3.0754513755799873,fixation
1772998539.61941,273.7717742919922,225.5262451171875,341.76854705810547,226.48119163513184,307.90185485712357,225.87682206466025,,,0.302,0.2796,0,2.29,6.91,2.7937753967489924,fixation
1772998539.660681,273.7297554016113,225.53909969329837,341.74000549316406,226.61989974975583,307.88421036491087,225.97751941446217,,,0.2985,0.2831,0,2.35,6.91,2.477080623866997,fixation
1772998539.701647,273.71034240722656,225.70056438446045,341.8475799560547,226.71119213104248,307.90010172426855,226.0870973995856,,,0.3097,0.2877,0,2.25,7.12,2.7028317651186735,fixation
1772998539.741822,273.8769226074219,225.8512716293335,341.8739471435547,226.92706489562988,307.9212986673478,226.205793135649,,,0.3038,0.2857,0,2.56,7.06,3.001212112441743,fixation
1772998539.803874,273.9299507141113,226.02379417419436,342.0071258544922,227.07305431365967,307.93184043897014,226.3331088540036,,,0.3074,0.2945,0,2.5,7.07,2.0587794078670796,fixation
