timestamp,left_eye_x,left_eye_y,right_eye_x,right_eye_y,gaze_screen_x,gaze_screen_y,iris_center_x,iris_center_y,velocity,event
1769703800.858946,203.71637344360352,223.21188926696777,270.916051864624,215.09713411331177,66.22051697295214,-8.805037196405381,235.21462584189288,219.33758006592262,444.22129683301114,saccade
1769703800.890603,196.5137004852295,224.51512813568115,262.21882820129395,213.86048555374143,66.15211912301908,-9.974702606373837,231.32032286959122,219.67386775211097,123.47342649207667,saccade
1769703800.908785,196.19468688964844,224.5864534378052,262.3157024383545,214.34378385543823,65.80120960080282,-11.588932831362964,226.5900455405822,220.29931622500993,262.4264109401794,saccade
1769703800.95899,187.4769401550293,229.23264741897583,252.67616271972656,214.93858337402344,65.41714518965675,-13.035088133488378,222.3005214535825,221.06541779677917,86.7921512152612,other
1769703800.973696,186.752290725708,228.84990692138672,252.7052974700928,214.68441724777225,64.8270435678477,-14.743622095876233,217.53912341001467,222.07161745982057,330.92536518193316,saccade
1769703801.030031,179.21100616455078,231.87578201293945,242.7720546722412,215.3027844429016,64.1146018256972,-16.73138886878942,212.56796872238348,223.23483409493343,90.62636134173022,other
1769703801.044681,179.3251132965088,231.54025554656985,242.92963027954104,215.30153274536133,63.299057749062456,-18.666159631979514,207.87164644957784,224.50684791776513,332.116236249724,saccade
1769703801.082267,172.00026512145996,236.03227615356445,234.3839168548584,213.662223815918,62.410972086013516,-20.67230571988493,203.27197894359716,225.7282196731062,126.61808445512548,saccade
1769703801.135971,165.71391105651855,239.71781730651853,226.18427276611328,216.3242053985596,61.62680800683932,-22.49716917961444,199.27409562374243,226.84901322498706,77.31296891129159,other
1769703801.149415,165.47542572021484,239.56559658050537,226.7313861846924,216.23330354690552,60.80164582697009,-24.288023458886602,195.2949903388919,227.9696601947521,307.4915397742123,saccade
1769703801.199676,160.06754875183103,243.29068422317505,220.33397674560547,215.9592318534851,60.039331026207066,-25.756445028123956,192.27939875201508,228.64613581459034,61.48971541643183,other
1769703801.215924,160.5763816833496,242.99036979675293,220.261812210083,215.50696849823,59.428380513083674,-27.332120703356452,189.36276898233166,229.49224119380716,186.90789978568083,saccade
1769703801.258821,157.7920436859131,243.5261034965515,216.1751747131348,215.4333329200745,58.991707525642,-28.342141718886175,187.35845714025473,229.84117353340207,47.426597617929346,other
1769703801.277243,157.82763481140137,243.76338243484497,216.01444244384768,214.90896463394165,58.54116848906813,-29.27000255066901,185.70150205344737,229.66428604169255,90.45598792511134,other
1769703801.323528,155.3792905807495,244.3472170829773,213.62180709838867,214.3446135520935,58.29880193132114,-29.80773418952993,185.0589627356561,229.09295721291545,18.576369597392215,fixation
1769703801.34415,155.39259433746338,244.4863128662109,213.51279258728027,214.16205883026123,57.979789077966245,-30.552026850066206,184.8367745585042,227.86359518685617,60.57988140840178,other
1769703801.373586,155.78713417053223,242.08263874053955,213.19250106811523,210.78948497772217,57.53728531712352,-31.218002094942154,184.49708645160484,226.6177065620608,43.87048843957192,other
1769703801.394645,155.71112632751465,242.28551387786865,213.617582321167,210.99977731704712,57.15095604598824,-31.509475818047335,185.01012750340905,224.8847501148478,85.82085006526054,other
1769703801.435462,156.8458652496338,237.71758317947388,213.31036567687988,206.87251567840576,56.765548494606854,-31.857895037707337,185.56264916372618,223.11609136033508,45.39656904042789,other
1769703801.517784,158.93483638763428,236.48545503616333,215.76648712158203,203.3974242210388,56.37284611145327,-32.005493807037666,186.67421401356245,221.1121803754068,27.83647279971645,fixation
1769703801.551324,159.20183658599854,236.38885974884036,215.14273643493647,203.3256483078003,55.70121156252378,-32.08604276234226,187.73821071909666,219.18601754348325,65.60862067768107,other
1769703801.559124,162.17872619628906,232.25701332092285,216.68100357055664,200.0569224357605,55.0883024483248,-32.00656726673196,189.11723883874922,217.28512027252975,301.0769738417209,saccade
1769703801.582192,162.13263511657715,232.71480560302732,216.5766429901123,200.34608602523804,54.34325329534638,-32.06421760412381,190.1946333975824,215.85468243366034,77.6311132451799,other
1769703801.615655,165.58897018432617,229.7052884101868,219.0680885314941,198.3754777908325,53.56831052184674,-32.22754629057475,191.03816071462953,214.97966636899488,36.320640848703476,other
1769703801.63237,165.73099613189697,229.86550569534305,219.12277221679688,198.53891372680664,52.832928226005194,-32.45940773951,191.71105059239767,214.3814803216264,53.86387470246033,other
1769703801.679738,166.7371940612793,229.43207502365112,219.02201652526853,197.34304904937744,52.160899019888916,-32.9264474109289,191.78263362608448,214.52729777728928,3.4293227639986896,fixation
1769703801.763175,166.84310913085938,230.6972622871399,217.9461669921875,197.7720594406128,51.31606212892173,-33.38580900943136,191.12135189151437,214.79711207437418,8.559852890580627,fixation
1769703801.773451,166.94658279418945,230.72447776794436,218.70655059814453,197.70848035812375,50.96365589038307,-33.68510098910458,191.29188007035512,214.92325814601102,20.641608818235863,fixation
1769703801.803632,166.0849571228027,233.75086784362796,216.1163234710693,198.98618459701535,50.726358922898235,-34.09778757440578,190.9058314362273,215.52423348685855,23.66680771825015,fixation
1769703801.813871,165.8822250366211,233.4671115875244,216.5779685974121,198.7491059303284,50.82388793720947,-33.77330238463132,191.99971993260897,215.40070195003992,107.5157538633454,saccade
1769703801.853748,166.376690864563,233.01352500915527,217.5990390777588,199.06336784362796,51.30676027876248,-33.46850771925587,192.85479028624212,215.29613602754878,21.602338781642278,fixation
1769703801.867776,166.29519939422607,232.95050382614136,217.1710586547852,198.8662576675415,52.26127093302207,-32.13997760833137,195.84291234383323,214.39775167763082,222.4328620482548,saccade
1769703801.923924,170.5142116546631,229.00059700012207,222.90821075439453,198.3554220199585,53.66853222480216,-30.562761815964542,198.85088588101942,213.13426886856405,58.10636764978408,other
