timestamp,left_iris_x,left_iris_y,right_iris_x,right_iris_y,iris_center_x,iris_center_y,gaze_screen_x,gaze_screen_y,left_ear,right_ear,blink,head_yaw,head_pitch,velocity,event
1772998563.453425,289.3782539367676,238.00606441497803,357.7389068603516,238.95399284362796,323.09956209523835,238.74176504207114,,,0.3303,0.3345,0,4.23,6.01,,other
1772998563.521412,289.4718132019043,237.8430004119873,357.6831741333008,239.09937572479248,323.3523387426852,238.6100400870028,,,0.3305,0.3267,0,4.57,5.54,4.192560521436321,fixation
1772998563.561222,289.45655822753906,237.6959180831909,358.0186080932617,238.8685655593872,323.5232470058265,238.46877312556848,,,0.3302,0.3333,0,4.84,5.6,5.569782553506234,fixation
1772998563.616999,289.5462188720703,237.6119499206543,358.0735855102539,238.92715644836423,323.6241772729977,238.32029907165884,,,0.3356,0.3252,0,5.03,5.46,3.218741872868945,fixation
1772998563.65843,289.4164237976074,237.23820304870603,358.07762145996094,238.59636211395264,323.66701993253474,238.1669528391644,,,0.3244,0.3284,0,4.64,5.66,3.842964657357518,fixation
1772998563.698157,289.4203109741211,236.8843688964844,358.0495071411133,238.3024091720581,323.6636653727732,238.01106934197583,,,0.3294,0.3333,0,4.78,5.71,3.9247789946398233,fixation
1772998563.738926,289.2003593444824,236.93859672546387,358.0363235473633,238.18512439727783,323.62600398204887,237.85498349398367,,,0.3249,0.3358,0,4.55,5.91,3.9384264923211187,fixation
1772998563.780971,289.08648681640625,236.9300651550293,357.8142318725586,238.0464162826538,323.5659261486991,237.7010302090797,,,0.3292,0.3414,0,4.64,5.93,3.93054636520647,fixation
1772998563.831924,288.9832077026367,236.82740592956543,357.7103729248047,237.84011363983157,323.5088464703707,237.55335456901537,,,0.3308,0.3362,0,4.91,5.98,3.1072422296171953,fixation
1772998563.872661,289.0749855041504,236.62464809417725,357.53556060791016,237.77735137939453,323.4490072568751,237.41163081253865,,,0.3341,0.3234,0,4.86,6.13,3.7763741777555886,fixation
1772998563.914228,289.0055122375488,236.57568454742432,357.4422378540039,237.7226972579956,323.39620858648584,237.27715317252293,,,0.3361,0.3182,0,5.12,6.18,3.475635770642881,fixation
1772998563.983554,289.09022521972656,236.427752494812,357.5208053588867,237.57721138000488,322.80404653385557,237.14096332179537,,,0.3328,0.3243,0,4.97,6.41,8.764704546805584,fixation
1772998564.028312,289.1280517578125,236.3299598693848,357.6840286254883,237.42463302612305,322.4396287891022,237.1194315855275,,,0.327,0.3181,0,4.68,6.68,8.15614261192405,fixation
1772998564.081638,289.25385665893555,236.3468399047852,357.8036880493164,237.3204402923584,322.36746485119164,237.11549020657066,,,0.3252,0.312,0,4.73,6.66,1.3552735039742407,fixation
1772998564.148053,289.4366264343262,235.95784664154053,357.8198013305664,237.3544979095459,322.48052879094763,237.0831304306047,,,0.3285,0.311,0,4.72,6.51,1.7707431705165193,fixation
1772998564.238897,289.48886489868164,236.03657341003415,357.9762420654297,237.1029567718506,322.8714734005178,236.9913033597501,,,0.3255,0.3128,0,4.8,6.41,4.420584229667559,fixation
1772998564.291073,289.6176300048828,236.048189163208,358.2455444335937,237.1283254623413,324.174580851437,236.76852463262438,,,0.3255,0.3115,0,4.87,6.62,25.337577011783576,fixation
1772998564.364385,290.01457595825195,235.9387006759644,358.5815200805664,237.16489505767825,326.0639760531057,236.46454333437936,,,0.3191,0.3066,0,4.78,6.73,26.103469256373547,fixation
1772998564.541284,303.2630920410156,232.17469310760495,371.5550003051758,238.4420871734619,329.8305943719366,236.0312147067131,,,0.2666,0.2422,0,7.36,6.02,21.43289811481811,fixation
1772998564.581279,308.69042587280273,229.81317615509036,376.2334060668945,237.48592472076416,336.13727306838564,235.43985105446495,,,0.3059,0.2985,0,9.3,6.22,158.37856190546665,saccade
1772998564.622182,317.0737190246582,228.39947891235352,383.2183609008789,237.2774562835693,345.2766515082351,234.6651283146242,,,0.3156,0.3093,0,10.51,6.49,224.24243457536184,saccade
1772998564.703067,333.7846145629883,225.44202518463132,399.7703704833984,237.92985248565677,357.05361268466805,233.86917766921562,,,0.302,0.2984,0,11.3,5.82,145.93314914289795,saccade
1772998564.743724,357.17919158935547,223.08383560180664,419.0184326171875,237.29139518737796,371.22927581053966,232.88665564235538,,,0.3109,0.3263,0,14.86,4.43,349.50086527688137,saccade
1772998564.809472,370.1554489135742,221.264256477356,432.0499038696289,238.38998794555664,387.13949403568427,231.63130817028903,,,0.3031,0.3316,0,19.24,4.4,242.74003510175902,saccade
1772998564.85016,412.9389953613281,214.81231498718265,470.4281845092773,238.57862091064453,403.761166717607,229.86848918547403,,,0.2961,0.4711,0,28.58,2.69,410.80839464954204,saccade
1772998564.890114,425.3777847290039,212.2091646194458,481.31078338623047,237.17663669586184,419.9077543996002,227.4830562680421,,,0.3248,0.5033,0,29.18,2.17,408.51399094203566,saccade
1772998564.931011,436.80033111572266,208.9961671829224,490.6666870117188,235.24128913879397,435.7097265440834,224.66533278830235,,,0.3266,0.5353,0,32.01,1.77,392.4803581168147,saccade
1772998564.97311,445.2571411132813,205.48942279815677,494.6334762573242,232.8425703048706,449.3018150104488,221.01976975135267,,,0.3282,0.6619,0,34.58,2.31,334.2713883182857,saccade
1772998565.014583,450.57495880126953,194.26055717468265,502.6492538452149,224.54754066467285,459.44331548177456,216.40292057015367,,,0.3222,0.4715,0,40.6,-0.03,268.67864242057135,saccade
1772998565.054918,449.33338928222656,188.18270587921145,499.5659484863281,217.35524654388428,477.0054041129274,210.29685473995602,,,0.3097,0.3938,0,41.3,-0.04,460.9726749657805,saccade
1772998565.096222,443.185546875,180.29687690734863,495.6599655151367,206.99871826171875,482.4102894453275,201.59574702995346,,,0.2711,0.3344,0,45.58,-2.21,247.99483096512452,saccade
1772998565.136679,435.17506408691406,174.46434688568115,491.4085540771485,201.2541217803955,473.15328050087965,193.372561769166,,,0.2561,0.2993,0,47.77,-4.39,306.052331077399,saccade
1772998565.178162,423.96607971191406,168.69715976715088,484.4363250732422,194.81039714813232,452.0911734351147,186.66712196670588,,,0.2587,0.2859,0,46.41,-4.3,532.8363832343031,saccade
1772998565.218075,397.0433654785156,160.05091667175293,461.1871566772461,177.8393383026123,421.25075500229656,182.10079831960567,,,0.229,0.2371,0,36.19,-2.2,781.1160526945525,saccade
1772998565.259278,380.6535415649414,155.9948959350586,446.8098754882813,169.96684741973877,383.2081786910027,180.53819660290256,,,0.236,0.2481,0,33.32,-2.23,924.0743258074249,saccade
1772998565.326436,362.639892578125,154.7819766998291,429.0029525756836,163.19256591796875,340.029157122629,182.28009479838875,,,0.2367,0.2327,0,23.66,-1.57,643.4699208989409,saccade
1772998565.69632,180.39291381835935,193.37023830413816,241.78216552734372,164.83876705169678,295.66474263864586,187.26446367554323,,,0.2568,0.187,0,-41.58,-3.81,120.69603757861135,saccade
1772998565.77939,135.20100212097168,238.2709722518921,192.50244140625,204.9419288635254,253.26104366889408,195.32682200774582,,,0.3072,0.2436,0,-39.38,1.3,519.6019673466412,saccade
1772998565.825733,131.6518154144287,248.3616371154785,185.78067779541016,214.85387992858887,215.95175194060334,205.85306997550953,,,0.3109,0.2705,0,-38.57,1.08,836.4995481740144,saccade
1772998565.891489,131.2067909240723,256.73966789245605,182.99626922607425,224.2068328857422,186.5980154159272,218.08560348202292,,,0.3751,0.2908,0,-34.02,1.93,483.61423292666586,saccade
1772998565.951534,134.50403785705566,271.1403179168701,188.76787185668945,239.6392278671265,167.2167590354049,230.99700482370378,,,0.53,0.2849,0,-26.86,5.2,387.8447289241495,saccade
1772998566.012494,139.76859092712402,274.4241542816162,197.18646240234372,246.0748672485352,160.41725524471246,243.17390029457533,,,0.5359,0.2724,0,-22.53,6.67,228.78400602202396,saccade
1772998566.054878,169.58797454833984,279.0908889770508,236.66988372802732,259.7013244628906,167.61947438072102,253.45404823927979,,,0.375,0.2689,0,-17.72,11.17,296.150780887499,saccade
1772998566.097709,178.57961654663086,285.3314208984375,253.69015502929688,261.2494697570801,191.28923667426673,260.8258029395198,,,0.3269,0.3197,0,-10.04,12.16,578.8136672248633,saccade
1772998566.138247,197.88589096069336,283.70892906188965,275.4496536254883,264.2771301269531,210.22640050728103,265.2346333066341,,,0.3218,0.2944,0,-5.99,13.17,479.63823850914645,saccade
1772998566.179463,214.21773529052732,280.58664321899414,296.9833068847656,265.8884754180908,231.5710822069234,269.4219197709905,,,0.3226,0.2995,0,-3.5,13.58,527.7459908835692,saccade
1772998566.219553,236.3608245849609,278.5714359283447,320.4599609375,267.6300430297852,256.1479022019899,272.6815567804198,,,0.2957,0.2831,0,-0.91,13.63,618.4083153115957,saccade
1772998566.260952,282.48167419433594,275.9786968231201,366.5615005493164,276.0314311981201,282.7299662681272,275.1288859385105,,,0.2746,0.2628,0,4.13,12.0,644.8098757919388,saccade
1772998566.329346,305.6961669921875,274.4696044921875,378.158935546875,283.1777229309082,310.44816063069163,277.408090555643,,,0.2842,0.2527,0,11.5,13.69,406.64042912067106,saccade
1772998566.370651,351.7551803588867,274.4383850097656,422.87454986572266,290.5686779022217,336.68659628581366,279.1338030559841,,,0.1994,0.3646,0,19.75,9.4,636.6077555039027,saccade
1772998566.411945,369.95458984375,275.58594131469727,435.69676208496094,291.7349681854248,360.2012618754267,280.3532003241779,,,0.2921,0.5125,0,18.64,8.55,570.2088828814404,saccade
1772998566.453523,382.4933319091797,276.2314682006836,447.64949798583984,293.24471282958984,378.8441675488465,281.2118392597498,,,0.2974,0.5626,0,20.94,7.71,448.86120092219585,saccade
1772998566.494763,390.152717590332,276.54260444641113,458.0446472167969,292.78913497924805,390.9711905528778,281.7274792931745,,,0.3194,0.6637,0,20.47,6.88,294.3255902942806,saccade
1772998566.53496,386.2962493896485,274.3883285522461,452.8787460327149,294.0178813934326,396.11500186724396,281.8231552110333,,,0.3069,0.7361,0,22.96,7.21,127.98676220831828,saccade
1772998566.576163,371.77972412109375,271.29618644714355,442.2276763916016,292.2729606628418,394.09690588078564,281.2382360755687,,,0.2292,0.4837,0,21.48,9.19,50.995106486238264,other
1772998566.635001,326.2068328857422,264.0691108703613,404.7934341430664,279.4793529510498,386.44711025229844,279.97332660940015,,,0.3003,0.281,0,3.99,9.69,131.7801849241708,saccade
1772998566.698109,304.21935653686523,266.982141494751,377.8123245239258,277.0005798339844,373.7171265097087,278.11838563133927,,,0.2826,0.2737,0,-4.38,12.16,203.8477890061773,saccade
1772998566.748685,285.443603515625,270.7705707550049,355.49288177490234,277.4967384338379,358.4735290513459,275.89217757554064,,,0.2948,0.2864,0,-6.22,13.1,304.597211613471,saccade
1772998566.814202,267.4501953125,275.45849990844727,343.7888412475586,268.67777252197266,342.2129026565168,273.27021701403487,,,0.3354,0.3431,0,2.26,12.48,251.39449570414277,saccade
1772998566.855445,266.5756072998047,273.2149085998535,343.1752700805664,263.0274124145508,326.4383311555457,270.3641471859302,,,0.3607,0.3328,0,2.39,13.15,388.9165762480269,saccade
1772998566.895933,254.7866744995117,267.52940940856934,330.9920883178711,256.5717716217041,312.65700063802973,267.30977060236694,,,0.3387,0.3218,0,1.4,12.0,348.64020050473357,saccade
1772998566.938503,248.6270294189453,264.21692848205566,324.9837684631348,255.10191535949707,301.82245016657174,264.2821210399433,,,0.3484,0.3175,0,-1.34,11.08,264.261182383534,saccade
1772998566.980135,245.1818733215332,261.070426940918,321.70217514038086,252.8620491027832,294.4248645026332,261.4624789615975,,,0.3615,0.3151,0,-0.92,10.79,190.16008305681973,saccade
1772998567.019882,244.87226104736328,257.7893371582031,321.3812026977539,249.36187362670896,289.3675797273744,258.4964082992169,,,0.3343,0.3266,0,-1.47,11.36,147.5057049344024,saccade
1772998567.06178,244.4532852172852,252.482385635376,320.526611328125,244.9676141738892,286.1505925743662,255.52737164965,,,0.3819,0.3053,0,-0.48,10.97,104.48447346367023,saccade
1772998567.119268,242.96140670776367,251.31467628479004,319.5453224182129,243.97802352905276,284.23349645380665,252.82252660691069,,,0.3634,0.2859,0,-0.92,10.29,57.6700659266074,other
1772998567.160568,243.3013801574707,249.93136596679688,319.6822929382324,243.3292007446289,282.5067298945905,251.3199511547519,,,0.3439,0.2944,0,-1.15,10.38,55.42330532518033,other
1772998567.201793,245.22367477416992,249.06282234191892,320.9919509887696,242.66976356506348,282.4502378102895,249.47750844025327,,,0.3604,0.2973,0,-0.8,10.14,44.7134147229377,other
1772998567.24277,247.16268157958984,248.59914207458496,322.3048477172852,241.78722095489505,283.57288601933794,247.08268623309957,,,0.3504,0.3084,0,-0.03,10.34,64.54603857205264,other
1772998567.28242,250.0835418701172,245.1146364212036,325.79975509643555,238.66928386688232,285.55460649824204,244.22991563904077,,,0.3474,0.2903,0,1.36,9.1,87.60525569715492,other
1772998567.325356,252.46096801757807,243.04337310791016,327.3949584960937,236.3945074081421,288.1674052273997,240.838431294071,,,0.3543,0.3019,0,1.12,9.38,99.71156755209608,other
1772998567.365796,254.19574356079104,240.5062837600708,328.59217834472656,234.2730073928833,291.2785159933671,236.9650629938521,,,0.3545,0.3162,0,1.75,9.03,122.850823443618,saccade
1772998567.43401,256.32268142700195,237.69615268707275,330.3274612426758,231.96099472045896,294.705125567974,232.5387112424816,,,0.3395,0.3047,0,1.5,8.45,82.06093685725436,other
1772998567.596686,269.9059638977051,217.08337211608887,342.3788604736328,215.2481346130371,298.20692628239794,227.63097502642967,,,0.2446,0.1986,0,1.04,4.36,37.06124806679311,other
1772998567.656223,271.8528480529785,213.65231895446777,342.92269134521484,212.19535446166992,301.5716071793156,222.39766804924955,,,0.2411,0.2202,0,2.96,3.72,104.49978877190769,saccade
1772998567.705674,273.50024032592773,210.597264289856,343.9813766479492,209.36579704284668,304.6380571105847,217.0834310318277,,,0.2389,0.2287,0,3.56,3.05,124.07241509650927,saccade
1772998567.745943,275.1890678405762,204.5408535003662,345.4386215209961,204.2701177597046,307.2357762607514,211.99197693794562,,,0.2354,0.2517,0,4.21,1.69,141.9414466011652,saccade
1772998567.80458,276.5568428039551,202.44634437561035,345.7340545654297,202.6080207824707,309.3031227326687,207.2415321435137,,,0.2416,0.2361,0,5.24,1.04,88.35384657470543,other
1772998567.853801,277.4406929016113,198.0785608291626,346.2135696411133,198.1924924850464,310.72498388657397,203.02982545705112,,,0.2521,0.278,0,5.48,-0.35,90.31179598118426,other
