timestamp,left_iris_x,left_iris_y,right_iris_x,right_iris_y,iris_center_x,iris_center_y,gaze_screen_x,gaze_screen_y,left_ear,right_ear,blink,head_yaw,head_pitch,velocity,event
1772975122.023113,234.1419944763184,158.28306198120117,312.7819709777832,162.35512161254883,273.442273143743,160.13618685299193,0.0,43.03543980362704,0.3376,0.2929,0,0.12,7.99,,other
1772975122.134765,233.51018142700195,157.73716163635254,312.52489471435547,162.2629795074463,273.2241784357017,160.21086813339699,0.0,32.3725175406793,0.3348,0.307,0,-0.14,7.74,2.0646919862795636,fixation
1772975122.166615,233.4655876159668,157.86116981506348,311.7122573852539,162.02532863616943,273.05361263114986,160.28610299544647,0.0,24.56931472571369,0.3272,0.3121,0,-0.25,7.23,5.853090232894375,fixation
1772975122.215176,233.3342933654785,158.29859733581543,311.81512451171875,162.48278045654297,272.9220972345084,160.3535041995418,0.0,19.17784202555879,0.3386,0.3188,0,-0.94,7.48,3.0431972197167094,fixation
1772975122.272125,233.5224266052246,158.60443210601807,311.52978515625,162.11724758148193,272.8211537501981,160.40468450608435,0.0,15.750110107043163,0.3337,0.3226,0,-0.06,7.46,1.9873412838225222,fixation
1772975122.355063,234.0711441040039,158.93088054656982,311.99937438964844,162.66040992736816,272.74230368263983,160.43125667547557,0.0,13.838129636995369,0.3283,0.3175,0,-0.56,7.42,1.003244535807978,fixation
1772975122.428691,233.4482307434082,158.47380352020264,311.53723526000977,162.5764331817627,272.67706853625424,160.4248334681168,0.0,12.993911282243971,0.3295,0.3274,0,0.48,7.61,0.8902951511266464,fixation
1772975122.477872,234.12189865112305,158.5772523880005,311.66855239868164,162.83961868286133,272.61696981546385,160.37702764441036,0.0,12.769465709617567,0.3265,0.3188,0,-0.54,7.68,1.5614484921607488,fixation
1772975122.545816,232.60680389404297,158.8032932281494,311.465087890625,162.21115493774414,272.54245285485507,160.2502183473451,0.0,13.523158786312093,0.3284,0.3312,0,-0.06,7.3,2.1647647729386477,fixation
1772975122.609331,233.6436309814453,158.08367156982422,311.54056549072266,161.34165287017822,272.44782333396324,160.06283800803513,0.0,13.201491597999887,0.329,0.3134,0,-0.36,7.72,3.305038690312586,fixation
1772975122.675528,232.8604507446289,157.10569953918457,311.0614776611328,160.88370895385742,272.35200244554517,159.80540982809683,0.0,9.755006035116875,0.3475,0.3129,0,-1.0,8.02,4.149472637084826,fixation
1772975122.765462,233.27802658081052,156.95033740997314,311.1891250610352,161.12707042694092,272.2244005815446,159.50159926379655,0.0,5.516938009629294,0.3584,0.3287,0,-1.55,7.57,3.6640198230375396,fixation
1772975122.818586,232.37559127807617,156.3626890182495,311.0228958129883,160.26751041412354,272.05728759693227,159.14796261835593,0.0,0.1597631905746122,0.3528,0.3254,0,-0.42,7.94,7.362630382553413,fixation
1772975122.881686,233.02624130249023,156.49297428131104,310.1296501159668,159.95967864990234,271.87514215210217,158.79636493759273,0.0,-1.68107284911669,0.3473,0.3191,0,-1.68,7.43,6.275404236373072,fixation
1772975122.950978,232.489933013916,156.39165115356445,310.3755912780762,159.56422805786133,271.6762116115269,158.4594274627993,0.0,-3.0644116013103924,0.3689,0.3309,0,-0.8,7.55,5.646825719793566,fixation
1772975123.005986,232.61837005615237,156.27422904968262,309.81520080566406,159.86844635009766,271.4997768131689,158.17084986246323,0.0,-1.1642203011793197,0.3589,0.3244,0,-0.13,7.95,6.148930351318953,fixation
1772975123.075449,232.80613327026367,155.66422176361084,310.12038803100586,159.29399585723877,271.30107518468105,157.93414427929775,0.0,0.0,0.3565,0.3228,0,-0.94,7.91,4.449129506065356,fixation
1772975123.158275,231.53266143798828,155.6156644821167,309.2702941894531,158.9549789428711,271.1084074397727,157.743527957355,0.0,0.0,0.3679,0.3327,0,-0.79,7.43,3.272245125404896,fixation
1772975123.222408,231.5595474243164,155.4580192565918,309.4112205505371,158.8238182067871,270.94092915464523,157.5727750678483,0.0,0.0,0.3697,0.3396,0,-1.08,7.77,3.729377105809606,fixation
1772975123.296405,231.16653442382807,155.69698905944824,309.7543754577637,159.0893497467041,270.78819578602383,157.4328484572917,0.0,0.0,0.3664,0.3125,0,-0.67,7.76,2.799300541103141,fixation
1772975123.344216,231.92021942138672,155.62285709381104,309.4647636413574,158.8593635559082,270.65960049809695,157.31657495621323,0.0,0.0,0.3753,0.3173,0,-1.24,7.54,3.6260974107337156,fixation
1772975123.424808,231.3584327697754,155.34263706207275,309.5553665161133,158.83381462097168,270.55768721119244,157.22177879433022,0.0,0.0,0.3696,0.31,0,0.07,7.79,1.7270416427782902,fixation
1772975123.472693,231.47127151489255,155.108247756958,308.84747314453125,158.75924491882324,270.469325348249,157.14755504336492,0.0,0.0,0.3807,0.3219,0,-0.27,7.6,2.4099275243907217,fixation
1772975123.567588,231.2315788269043,155.17959308624268,309.2855567932129,159.07719039916992,270.38937610875735,157.08929228938158,0.0,0.0,0.3753,0.3352,0,-1.33,7.27,1.0424812055849402,fixation
1772975123.616254,231.3188591003418,155.13412857055664,310.0365104675293,158.59680461883545,270.3477974299222,157.03660364067412,0.0,0.0,0.3732,0.3203,0,-0.56,7.54,1.3791641823195442,fixation
1772975123.69559,231.1280212402344,155.22080326080322,308.6200866699219,158.59311962127686,270.295783814576,156.98842875909529,0.0,0.0,0.3764,0.3163,0,-0.36,7.68,0.8936171731209147,fixation
1772975123.74409,232.03337478637692,155.42714595794678,308.9828109741211,158.8022804260254,270.2472558295729,156.94538761984018,0.0,0.0,0.3732,0.3165,0,-0.46,7.56,1.3374268416147992,fixation
1772975123.80737,231.23118591308597,154.92066478729248,308.9641227722168,158.66438484191897,270.2036228277993,156.91273062188645,0.0,0.0,0.3755,0.3294,0,0.28,7.54,0.8612632987360678,fixation
