timestamp,left_iris_x,left_iris_y,right_iris_x,right_iris_y,iris_center_x,iris_center_y,gaze_screen_x,gaze_screen_y,left_ear,right_ear,blink,head_yaw,head_pitch,velocity,event
1772998512.704209,282.7091217041016,207.86592292785645,350.5269088745117,209.50621891021729,316.72665924407363,208.30786968414816,,,0.3184,0.3112,0,2.47,6.89,,other
1772998512.770614,282.67432022094727,208.07222270965576,350.4110717773437,209.87389469146729,316.5817127548422,208.6021770300639,,,0.3158,0.3158,0,2.35,7.11,4.94037143334165,fixation
1772998512.819323,282.57196044921875,208.36065101623532,350.44901275634766,210.1584005355835,316.49468060913006,208.84961486133395,,,0.3187,0.3204,0,2.6,7.04,5.384977179682584,fixation
1772998512.887625,282.6923027038574,208.6262855529785,350.4059371948242,210.62633228302,316.4566486940875,209.05546862254315,,,0.3248,0.3147,0,2.67,7.04,3.0648850364302835,fixation
1772998512.928419,282.46920013427734,208.59762954711917,350.3278884887696,210.42030715942383,316.4587028968649,209.22502375827642,,,0.3277,0.3129,0,2.62,6.98,4.156665717779676,fixation
1772998512.968203,282.6130065917969,208.7118272781372,350.450439453125,210.29808712005612,316.4919291046125,209.36356571311865,,,0.3123,0.3189,0,2.28,6.94,3.5811054765832657,fixation
1772998513.038015,282.4250717163086,208.6272125244141,350.51258850097656,210.40367889404297,316.5474132044806,209.4763799316547,,,0.3298,0.3216,0,2.63,6.99,1.8008419957602637,fixation
1772998513.114039,282.6815528869629,208.794548034668,350.5245132446289,210.215838432312,316.61624108362093,209.56875185847045,,,0.314,0.3217,0,2.73,6.95,1.5152418981445521,fixation
1772998513.166517,282.8732070922852,208.93842887878415,350.6556854248047,210.51824569702148,316.7566971275378,209.64652765577853,,,0.3173,0.3172,0,2.67,7.22,3.059412793157978,fixation
1772998513.215404,282.80711364746094,209.07423877716064,350.68719482421875,210.69454765319824,316.863981288114,209.71037053833408,,,0.3248,0.3187,0,2.48,7.09,2.553707199546436,fixation
1772998513.256496,282.9376373291016,209.17959880828855,350.84181213378906,210.77766036987305,316.9001484378275,209.7732933093732,,,0.316,0.3156,0,2.46,6.96,1.766197086850135,fixation
1772998513.341484,282.9869728088379,209.22320652008057,351.03995513916016,210.91967296600345,316.84266346413847,209.8488444282806,,,0.3208,0.3138,0,2.72,6.88,1.1170285684168082,fixation
1772998513.396925,283.27283477783203,209.21171951293945,351.2414855957031,210.87662601470947,316.67538034868227,209.93356194037634,,,0.3222,0.315,0,2.52,6.87,3.382193482653478,fixation
1772998513.44131,283.09069442749023,209.22635078430176,351.1731414794922,210.96819019317627,316.4137602598477,210.01893600011874,,,0.3256,0.3163,0,2.5,6.86,6.20024826867896,fixation
1772998513.482566,281.6223831176758,209.35453605651853,349.5199966430664,210.65356349945068,316.0565029783528,210.1040374120464,,,0.2996,0.3025,0,3.18,6.91,8.90177559976878,fixation
1772998513.525108,280.0869598388672,209.62669372558597,347.7313690185547,211.15681743621823,315.618995279201,210.18602258244465,,,0.3118,0.2888,0,3.8,7.0,10.463148886977308,fixation
1772998513.61469,280.13161849975586,209.6339807510376,347.5635986328125,211.23639106750488,315.1279272249882,210.2713291282283,,,0.3085,0.2895,0,4.2,7.0,5.5638715280508135,fixation
1772998513.663265,279.7471389770508,209.7889938354492,347.27852630615234,211.16700553894043,314.60838504294844,210.35954489084884,,,0.3209,0.2873,0,3.98,7.0,10.848771835812343,fixation
1772998513.715521,279.55407333374023,209.95541667938232,347.1264190673828,211.31546115875244,314.0945806795264,210.45088275764343,,,0.3165,0.2949,0,3.74,7.0,9.98657785010341,fixation
